LECROYWR610Zi,62129,Waveform
Segments,1,SegmentSize,5002
Segment,TrigTime,TimeSinceSegment1
#1,11-Nov-2021 10:54:01,0                 
Time,Ampl
-2.304432,4.99256
-2.303432,4.99256
-2.302432,4.99256
-2.301432,4.99256
-2.300432,4.99256
-2.299432,4.99256
-2.298432,4.99256
-2.297432,4.99256
-2.296432,5.05898
-2.295432,4.99256
-2.294432,4.99256
-2.293432,4.95935
-2.292432,4.99256
-2.291432,4.99256
-2.290432,4.99256
-2.289432,4.99256
-2.288432,4.99256
-2.287432,4.99256
-2.286432,4.99256
-2.285432,4.99256
-2.284432,4.99256
-2.283432,4.99256
-2.282432,4.99256
-2.281432,5.02577
-2.280432,4.99256
-2.279432,4.99256
-2.278432,4.99256
-2.277432,4.99256
-2.276432,5.02577
-2.275432,4.99256
-2.274432,4.92614
-2.273432,4.99256
-2.272432,4.99256
-2.271432,4.95935
-2.270432,5.02577
-2.269432,4.99256
-2.268432,4.99256
-2.267432,4.99256
-2.266432,4.99256
-2.265432,5.02577
-2.264432,4.99256
-2.263432,4.99256
-2.262432,4.99256
-2.261432,5.02577
-2.260432,4.95935
-2.259432,4.99256
-2.258432,4.99256
-2.257432,4.99256
-2.256432,4.99256
-2.255432,4.99256
-2.254432,4.99256
-2.253432,5.02577
-2.252432,4.95935
-2.251432,4.99256
-2.250432,4.99256
-2.249432,4.99256
-2.248432,4.99256
-2.247432,4.99256
-2.246432,4.99256
-2.245432,4.95935
-2.244432,4.99256
-2.243432,4.99256
-2.242432,0.0443677
-2.241432,0.077577
-2.240432,0.0443677
-2.239432,0.077577
-2.238432,0.0443677
-2.237432,0.0443677
-2.236432,0.0443677
-2.235432,0.0443677
-2.234432,0.0443677
-2.233432,0.0443677
-2.232432,0.0111583
-2.231432,0.0111583
-2.230432,0.0111583
-2.229432,0.0111583
-2.228432,0.0111583
-2.227432,0.0111583
-2.226432,0.0443677
-2.225432,0.0111583
-2.224432,0.0111583
-2.223432,0.0111583
-2.222432,0.0111583
-2.221432,-0.0552604
-2.220432,0.0111583
-2.219432,0.0443677
-2.218432,0.0111583
-2.217432,0.0111583
-2.216432,0.0111583
-2.215432,0.0443677
-2.214432,0.0111583
-2.213432,-0.022051
-2.212432,0.0111583
-2.211432,0.0111583
-2.210432,0.077577
-2.209432,0.0111583
-2.208432,0.0111583
-2.207432,0.0443677
-2.206432,0.0111583
-2.205432,0.0111583
-2.204432,0.0111583
-2.203432,0.0111583
-2.202432,0.0443677
-2.201432,0.0111583
-2.200432,0.0111583
-2.199432,0.0111583
-2.198432,0.0111583
-2.197432,0.0111583
-2.196432,0.0111583
-2.195432,0.0111583
-2.194432,-0.022051
-2.193432,0.0111583
-2.192432,-0.022051
-2.191432,0.0111583
-2.190432,0.0443677
-2.189432,0.0111583
-2.188432,0.0111583
-2.187432,0.0111583
-2.186432,0.0111583
-2.185432,0.0443677
-2.184432,0.0111583
-2.183432,0.0111583
-2.182432,0.0111583
-2.181432,0.0111583
-2.180432,0.0111583
-2.179432,0.0111583
-2.178432,0.0111583
-2.177432,0.0111583
-2.176432,0.0111583
-2.175432,0.0111583
-2.174432,0.0111583
-2.173432,0.0111583
-2.172432,0.0111583
-2.171432,0.0111583
-2.170432,0.0111583
-2.169432,0.0111583
-2.168432,4.7933
-2.167432,4.92614
-2.166432,4.95935
-2.165432,4.92614
-2.164432,4.99256
-2.163432,4.89293
-2.162432,4.92614
-2.161432,4.95935
-2.160432,4.95935
-2.159432,4.99256
-2.158432,4.99256
-2.157432,4.95935
-2.156432,4.95935
-2.155432,4.99256
-2.154432,4.99256
-2.153432,5.02577
-2.152432,4.99256
-2.151432,4.99256
-2.150432,4.99256
-2.149432,4.99256
-2.148432,4.95935
-2.147432,4.99256
-2.146432,5.05898
-2.145432,4.99256
-2.144432,4.99256
-2.143432,5.02577
-2.142432,4.99256
-2.141432,4.99256
-2.140432,4.99256
-2.139432,4.99256
-2.138432,4.99256
-2.137432,4.99256
-2.136432,4.99256
-2.135432,4.92614
-2.134432,4.99256
-2.133432,4.99256
-2.132432,4.99256
-2.131432,4.99256
-2.130432,4.99256
-2.129432,4.99256
-2.128432,4.99256
-2.127432,4.95935
-2.126432,5.02577
-2.125432,4.99256
-2.124432,4.99256
-2.123432,4.99256
-2.122432,5.02577
-2.121432,4.99256
-2.120432,4.99256
-2.119432,4.99256
-2.118432,4.99256
-2.117432,4.95935
-2.116432,4.99256
-2.115432,5.02577
-2.114432,4.99256
-2.113432,4.95935
-2.112432,4.99256
-2.111432,4.99256
-2.110432,5.02577
-2.109432,4.99256
-2.108432,4.99256
-2.107432,4.99256
-2.106432,4.99256
-2.105432,5.02577
-2.104432,4.99256
-2.103432,0.110786
-2.102432,0.077577
-2.101432,0.110786
-2.100432,0.110786
-2.099432,0.077577
-2.098432,0.110786
-2.097432,0.0443677
-2.096432,0.0111583
-2.095432,0.0443677
-2.094432,0.0443677
-2.093432,-0.022051
-2.092432,0.0111583
-2.091432,0.0443677
-2.090432,0.0111583
-2.089432,0.0111583
-2.088432,0.077577
-2.087432,0.0111583
-2.086432,0.077577
-2.085432,0.0111583
-2.084432,0.0111583
-2.083432,0.0443677
-2.082432,0.0443677
-2.081432,0.0111583
-2.080432,0.0111583
-2.079432,0.0111583
-2.078432,0.0111583
-2.077432,0.0443677
-2.076432,-0.022051
-2.075432,0.0111583
-2.074432,-0.022051
-2.073432,0.0111583
-2.072432,0.0111583
-2.071432,0.0443677
-2.070432,0.0111583
-2.069432,0.0111583
-2.068432,0.0111583
-2.067432,0.0111583
-2.066432,-0.022051
-2.065432,4.92614
-2.064432,4.89293
-2.063432,4.92614
-2.062432,4.92614
-2.061432,4.89293
-2.060432,4.95935
-2.059432,4.99256
-2.058432,4.95935
-2.057432,4.95935
-2.056432,4.95935
-2.055432,4.95935
-2.054432,4.95935
-2.053432,4.92614
-2.052432,4.99256
-2.051432,4.95935
-2.050432,4.99256
-2.049432,4.92614
-2.048432,4.99256
-2.047432,0.243624
-2.046432,0.0443677
-2.045432,0.0443677
-2.044432,0.0443677
-2.043432,0.0443677
-2.042432,0.0443677
-2.041432,0.077577
-2.040432,0.0111583
-2.039432,0.077577
-2.038432,0.0443677
-2.037432,0.0443677
-2.036432,0.0443677
-2.035432,0.0111583
-2.034432,0.0111583
-2.033432,0.0111583
-2.032432,0.0111583
-2.031432,0.0111583
-2.030432,0.0111583
-2.029432,0.0443677
-2.028432,0.0111583
-2.027432,0.0111583
-2.026432,0.0111583
-2.025432,0.0111583
-2.024432,0.0111583
-2.023432,0.0443677
-2.022432,0.0111583
-2.021432,0.077577
-2.020432,0.0111583
-2.019432,0.0111583
-2.018432,0.0111583
-2.017432,0.0111583
-2.016432,0.0111583
-2.015432,0.0111583
-2.014432,0.0443677
-2.013432,0.0111583
-2.012432,0.0443677
-2.011432,0.0111583
-2.010432,-0.022051
-2.009432,0.0111583
-2.008432,0.0443677
-2.007432,0.0443677
-2.006432,0.0111583
-2.005432,0.0111583
-2.004432,0.0111583
-2.003432,0.0443677
-2.002432,0.077577
-2.001432,0.0111583
-2.000432,0.0111583
-1.999432,0.0111583
-1.998432,0.0443677
-1.997432,0.0111583
-1.996432,0.0111583
-1.995432,0.0111583
-1.994432,0.0443677
-1.993432,0.0111583
-1.992432,0.0111583
-1.991432,0.0111583
-1.990432,0.0443677
-1.989432,0.0111583
-1.988432,0.0111583
-1.987432,-0.022051
-1.986432,0.0443677
-1.985432,0.0111583
-1.984432,0.0111583
-1.983432,4.92614
-1.982432,4.92614
-1.981432,4.89293
-1.980432,4.92614
-1.979432,4.92614
-1.978432,4.99256
-1.977432,4.95935
-1.976432,4.95935
-1.975432,4.95935
-1.974432,4.92614
-1.973432,4.99256
-1.972432,4.99256
-1.971432,4.99256
-1.970432,4.95935
-1.969432,4.99256
-1.968432,4.99256
-1.967432,4.95935
-1.966432,4.99256
-1.965432,4.95935
-1.964432,4.99256
-1.963432,4.99256
-1.962432,4.99256
-1.961432,4.99256
-1.960432,4.99256
-1.959432,4.92614
-1.958432,5.02577
-1.957432,4.99256
-1.956432,4.99256
-1.955432,0.110786
-1.954432,0.0443677
-1.953432,0.077577
-1.952432,0.0443677
-1.951432,0.077577
-1.950432,0.077577
-1.949432,0.0111583
-1.948432,0.0111583
-1.947432,0.0443677
-1.946432,0.0443677
-1.945432,0.0443677
-1.944432,0.0111583
-1.943432,0.0111583
-1.942432,0.0111583
-1.941432,0.0443677
-1.940432,0.0443677
-1.939432,0.0111583
-1.938432,0.0111583
-1.937432,0.0111583
-1.936432,0.0111583
-1.935432,0.0111583
-1.934432,0.0111583
-1.933432,0.0111583
-1.932432,-0.022051
-1.931432,0.0443677
-1.930432,0.0111583
-1.929432,0.077577
-1.928432,0.0111583
-1.927432,0.0111583
-1.926432,0.0111583
-1.925432,0.0111583
-1.924432,0.0111583
-1.923432,0.0111583
-1.922432,0.077577
-1.921432,0.0111583
-1.920432,-0.022051
-1.919432,0.0111583
-1.918432,0.0111583
-1.917432,-0.022051
-1.916432,4.89293
-1.915432,4.92614
-1.914432,4.92614
-1.913432,4.95935
-1.912432,4.95935
-1.911432,4.92614
-1.910432,4.92614
-1.909432,4.95935
-1.908432,0.110786
-1.907432,0.0443677
-1.906432,0.077577
-1.905432,0.0443677
-1.904432,0.077577
-1.903432,0.0111583
-1.902432,0.077577
-1.901432,0.0443677
-1.900432,0.0111583
-1.899432,0.0111583
-1.898432,0.0111583
-1.897432,0.0443677
-1.896432,0.0111583
-1.895432,0.0111583
-1.894432,0.0443677
-1.893432,0.0111583
-1.892432,0.0111583
-1.891432,0.0111583
-1.890432,0.0111583
-1.889432,0.0111583
-1.888432,0.0443677
-1.887432,0.0111583
-1.886432,0.0111583
-1.885432,0.0111583
-1.884432,0.0111583
-1.883432,0.0443677
-1.882432,0.0111583
-1.881432,-0.022051
-1.880432,0.0111583
-1.879432,0.0111583
-1.878432,0.0443677
-1.877432,0.0111583
-1.876432,0.0111583
-1.875432,0.0443677
-1.874432,0.0111583
-1.873432,0.0111583
-1.872432,-0.022051
-1.871432,0.0111583
-1.870432,0.0111583
-1.869432,0.0111583
-1.868432,0.0111583
-1.867432,0.0443677
-1.866432,0.0443677
-1.865432,-0.022051
-1.864432,0.0111583
-1.863432,0.0111583
-1.862432,0.0111583
-1.861432,0.0111583
-1.860432,0.077577
-1.859432,0.0443677
-1.858432,-0.022051
-1.857432,0.0443677
-1.856432,0.077577
-1.855432,-0.022051
-1.854432,0.0111583
-1.853432,0.0443677
-1.852432,0.0111583
-1.851432,0.0111583
-1.850432,0.0111583
-1.849432,0.0111583
-1.848432,0.0443677
-1.847432,0.0111583
-1.846432,0.0111583
-1.845432,0.0111583
-1.844432,0.0111583
-1.843432,0.0111583
-1.842432,0.0111583
-1.841432,0.0111583
-1.840432,0.0443677
-1.839432,0.0111583
-1.838432,0.0443677
-1.837432,0.0111583
-1.836432,0.0111583
-1.835432,0.0111583
-1.834432,-0.022051
-1.833432,0.0111583
-1.832432,0.0443677
-1.831432,0.0111583
